Unnamed: 0,Rank,Name,Team,Position,Final PPG,Bye Week,ESPN ADP,VBD,Normalized VBD,Normalized ADP,Weighted Score
161,191,Nick Mullens,MIN,QB46,7.140440810778977,6,,-10.623330306872113,0.286515059661164,,
162,192,Anthony Schwartz,MIA,WR67,7.108270010673955,6,,-2.3555906246300786,0.6337164869816551,,
163,193,Dameon Pierce,HOU,RB55,7.0979127736960885,14,,-4.333476687981267,0.5506557121307208,,
165,194,Rashaad Penny,CAR,RB56,7.065519203111294,11,,-4.365870258566061,0.549295353148059,,
166,195,Jonathan Mingo,CAR,WR68,6.971140340996658,11,,-2.492720294307376,0.6279577646621549,,
168,196,Xavier Gipson,NYJ,WR69,6.908433473061615,12,,-2.5554271622424185,0.6253244071924455,,
170,197,Zay Jones,ARI,WR70,6.874726787310701,11,,-2.589133847993333,0.6239089043037784,,
172,198,Tank Bigsby,JAX,RB57,6.791948576525229,12,,-4.639440885152126,0.5378068308101273,,
173,199,Rondale Moore,ATL,WR71,6.784263007167148,12,,-2.679597628136886,0.6201099030296925,,
174,200,Jalin Hyatt,NYG,WR72,6.76375300288733,11,,-2.700107632416704,0.6192485911072093,,
175,201,Tucker Kraft,GB,TE26,6.685320023798872,10,,-0.464618659095998,0.7131273284800446,,
176,202,Kendrick Bourne,NE,WR73,6.6800788654848615,14,,-2.7837817698191722,0.6157347189907049,,
178,203,Samaje Perine,DEN,RB58,6.646274257507371,14,,-4.785115204169984,0.5316892783192602,,
179,204,Tre Tucker,LV,WR74,6.604695296166808,10,,-2.859165339137226,0.6125690069739177,,
180,205,Tutu Atwell,LAR,WR75,6.579093954860209,6,,-2.884766680443825,0.6114938857697436,,
181,206,Calvin Austin,PIT,WR76,6.561403828708342,9,,-2.9024568065956915,0.6107509938445661,,
182,207,Rashod Bateman,BAL,WR77,6.531564498414789,14,,-2.932296136889245,0.6094978994721753,,
183,208,Tim Patrick,DEN,WR78,6.522154389728862,14,,-2.9417062455751717,0.6091027245764281,,
184,209,Tyler Scott,CHI,WR79,6.5185491211321285,7,,-2.9453115141719053,0.6089513223249339,,
185,210,Cam Akers,MIN,RB59,6.480079042181733,6,,-4.951310419495623,0.5247099564982264,,
186,211,Royce Freeman,DAL,RB60,6.470406143367406,7,,-4.96098331830995,0.5243037458041627,,
188,212,James Robinson,NO,RB61,6.401861611233506,12,,-5.029527850443849,0.521425237250849,,
189,213,Jakeem Grant,CLE,WR80,6.383335632677404,10,,-3.08052500262663,0.6032730695026665,,
191,214,Darrynton Evans,BUF,RB62,6.368670993431691,12,,-5.062718468245664,0.5200314064921,,
192,215,Robert Woods,HOU,WR81,6.355955737253966,14,,-3.1079048980500676,0.6021232584132677,,
193,216,Marvin Mims,DEN,WR82,6.329469603918464,14,,-3.1343910313855696,0.6010109806140479,,
